Line,Bus0,Bus1,Max Capacity (MW),Avg Line Loading (BASE),Freq Peak Load (BASE),Avg Line Loading (COL),Freq Peak Load (COL),Avg Line Loading (EXCL),Freq Peak Load (EXCL)
22,NL0 0,NL0 16,12408.218598818707,42.38951059577038,2.237442922374429,42.31363307544476,2.1575342465753424,38.72899443427305,0.8561643835616438
23,NL0 0,NL0 17,13104.205266128183,38.403244467168086,0.7191780821917808,38.34345264915153,1.0273972602739725,37.61675555199021,0.91324200913242
24,NL0 1,NL0 11,4846.565003181664,29.848897193948677,0.7191780821917808,29.887438738830554,0.730593607305936,22.810455565871692,0.136986301369863
25,NL0 1,NL0 15,10737.825605290569,18.253171913634098,0.410958904109589,18.181063712762395,0.410958904109589,19.015541530993957,0.365296803652968
26,NL0 1,NL0 5,3268.005622187236,50.12713774640775,3.0136986301369864,50.1916424434538,2.853881278538813,51.67747526695885,4.121004566210046
27,NL0 10,NL0 11,4389.714409956255,41.218687843854745,6.061643835616438,41.28834890849332,5.502283105022831,35.834183557616626,2.5799086757990866
28,NL0 10,NL0 17,13724.905014157464,32.883473504278996,1.0159817351598175,32.96709329928284,0.5365296803652968,31.648992266179754,0.7534246575342466
29,NL0 10,NL0 17,13724.92431724314,32.883473504278996,1.1757990867579908,32.967093299282844,1.221461187214612,31.648992266179754,0.9703196347031963
30,NL0 10,NL0 5,24379.3172619,37.26856256757194,0.730593607305936,36.76710288888027,0.547945205479452,35.159436731566025,0.28538812785388123
31,NL0 12,NL0 6,21329.239688933136,45.3526018373329,0.6506849315068494,44.93534414104663,0.6621004566210046,44.01496854179429,0.3424657534246575
32,NL0 12,NL0 8,18825.621212710656,57.78428224483149,9.406392694063927,57.58576595649612,9.212328767123287,57.13453775317435,9.075342465753424
33,NL0 13,NL0 2,12980.98366291391,22.61668931275324,0.2168949771689498,22.466515215819026,0.2168949771689498,18.15998465849701,0.05707762557077625
34,NL0 13,NL0 9,5219.029640517615,66.58088570408451,15.74200913242009,66.7169914387293,15.947488584474886,61.82235169865392,9.486301369863014
35,NL0 14,NL0 2,9748.156109288195,35.65197543138216,0.4337899543378996,35.582404339713584,0.4223744292237443,30.741587749425374,0.182648401826484
36,NL0 14,NL0 6,8274.69101535607,51.37862206418888,3.093607305936073,52.06640748894908,3.2077625570776256,53.700116751798156,5.045662100456621
37,NL0 15,NL0 5,9627.493816594118,46.05877846463437,1.9406392694063925,46.16079101123311,1.8150684931506849,47.483068465373904,1.7123287671232876
38,NL0 16,NL0 4,19109.995425350717,61.361810999918745,2.6255707762557075,61.59687681076302,2.5,56.9670333925901,0.091324200913242
39,NL0 16,NL0 7,10514.147094147404,43.1898792057851,2.363013698630137,43.13995616274378,2.4315068493150687,40.54571657051151,1.0844748858447488
40,NL0 16,NL0 8,6792.41044696,46.197040294508376,16.095890410958905,45.25167360245617,15.616438356164384,54.45384068048676,23.047945205479454
41,NL0 17,NL0 7,12525.824206005458,35.23628650777514,1.2785388127853883,35.193054217331685,1.3127853881278537,33.38869916393823,0.7077625570776256
42,NL0 3,NL0 8,10947.122896000998,66.93825207112224,35.182648401826484,66.50308145435656,34.554794520547944,70.60897406074426,40.41095890410959
43,NL0 4,NL0 8,10792.470897365505,65.4291974590279,15.924657534246576,65.99580846070158,16.860730593607308,62.40539490718257,7.705479452054795
44,NL0 5,NL0 9,14962.939716623827,70.01283179057351,3.8470319634703194,69.43150328824574,2.808219178082192,67.20123997429177,2.089041095890411
